order_id,timestamp,user_id,domain,item_id,correct,p_correct_sim,L1,L2,L3,tier,question_text,L2_tier
1012,2026-01-13T14:18:30.882832+00:00,u026,所有者とパーミッション,20,1,0.8746785922431497,Linuxファイル操作,所有者とパーミッション,chmod,2,ファイル script.sh に所有者だけ実行権限を追加する chmod の指定を一つ書いてください,所有者とパーミッション:t2
1013,2026-01-13T14:18:53.882832+00:00,u026,基本的なファイル管理,5,1,0.5375681870400235,Linuxファイル操作,基本的なファイル管理,mkdir,1,dir1 とその中の dir2 を一度に作成したいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t1
1014,2026-01-13T14:19:23.882832+00:00,u026,基本的なファイル管理,10,0,0.27940100412848906,Linuxファイル操作,基本的なファイル管理,mv,1,ディレクトリ A の中の file.txt をディレクトリ B に移動するコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
1015,2026-01-13T14:19:55.882832+00:00,u026,所有者とパーミッション,21,0,0.8887376588984007,Linuxファイル操作,所有者とパーミッション,chown,1,ファイル data.txt の所有者を user1 に変更するコマンドとして正しいものはどれですか？,所有者とパーミッション:t1
1016,2026-01-13T14:20:31.882832+00:00,u026,所有者とパーミッション,27,1,0.7958798920248825,Linuxファイル操作,所有者とパーミッション,SGID,3,ディレクトリに SGID ビットが設定されているときの効果として最も適切なものはどれですか？,所有者とパーミッション:t3
1017,2026-01-13T14:20:53.882832+00:00,u026,所有者とパーミッション,19,1,0.7339191346506396,Linuxファイル操作,所有者とパーミッション,chmod,1,所有者に読み書きグループとその他に読み取りのみを許可するパーミッションを数字3桁で表したものとして正しいのはどれですか？,所有者とパーミッション:t1
1018,2026-01-13T14:21:27.882832+00:00,u026,基本的なファイル管理,4,0,0.060594482375038825,Linuxファイル操作,基本的なファイル管理,cd,1,ホームディレクトリに移動するコマンドとして最も適切なものはどれですか？,基本的なファイル管理:t1
1019,2026-01-13T14:22:01.882832+00:00,u026,基本的なファイル管理,4,0,0.060594482375038825,Linuxファイル操作,基本的なファイル管理,cd,1,ホームディレクトリに移動するコマンドとして最も適切なものはどれですか？,基本的なファイル管理:t1
1020,2026-01-13T14:22:26.882832+00:00,u026,基本的なファイル管理,12,0,0.07055004641834971,Linuxファイル操作,基本的なファイル管理,ブレース展開,2,echo {A、B、C}.txt の出力として最も適切なものはどれですか？,基本的なファイル管理:t2
1021,2026-01-13T14:22:53.882832+00:00,u026,所有者とパーミッション,24,1,0.8857026974406879,Linuxファイル操作,所有者とパーミッション,umask,2,umask 022 の意味として最も適切な説明はどれですか？,所有者とパーミッション:t2
1022,2026-01-13T14:23:26.882832+00:00,u026,基本的なファイル管理,13,0,0.13394613216687304,Linuxファイル操作,基本的なファイル管理,touch,1,ファイルのタイムスタンプを更新したり存在しない場合は空のファイルを作成したりするコマンド名を一つ書いてください,基本的なファイル管理:t1
1023,2026-01-13T14:23:59.882832+00:00,u026,基本的なファイル管理,8,0,0.1847884339514536,Linuxファイル操作,基本的なファイル管理,cp,1,ファイル file1 をディレクトリ dir にコピーするコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
1024,2026-01-13T14:24:29.882832+00:00,u026,所有者とパーミッション,23,1,0.6616167980935169,Linuxファイル操作,所有者とパーミッション,chmod再帰,2,ディレクトリ dir1 とその配下の全てのファイルに対して755のパーミッションを設定したいときに最も適切なコマンドはどれですか？,所有者とパーミッション:t2
1025,2026-01-13T14:25:00.882832+00:00,u026,基本的なファイル管理,16,0,0.28066079217121137,Linuxファイル操作,基本的なファイル管理,dd,2,1MB のゼロデータを10個連結したファイル zero.img を作成したいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t2
1026,2026-01-13T14:25:29.882832+00:00,u026,所有者とパーミッション,20,1,0.8746785922431497,Linuxファイル操作,所有者とパーミッション,chmod,2,ファイル script.sh に所有者だけ実行権限を追加する chmod の指定を一つ書いてください,所有者とパーミッション:t2
1027,2026-01-13T14:25:52.882832+00:00,u026,基本的なファイル管理,8,0,0.1847884339514536,Linuxファイル操作,基本的なファイル管理,cp,1,ファイル file1 をディレクトリ dir にコピーするコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
1028,2026-01-13T14:26:26.882832+00:00,u026,所有者とパーミッション,27,0,0.7958798920248825,Linuxファイル操作,所有者とパーミッション,SGID,3,ディレクトリに SGID ビットが設定されているときの効果として最も適切なものはどれですか？,所有者とパーミッション:t3
1029,2026-01-13T14:27:01.882832+00:00,u026,基本的なファイル管理,11,0,0.06417128258850191,Linuxファイル操作,基本的なファイル管理,ワイルドカード,1,file01.txt や file02.txt など2桁の番号付きファイルにマッチし fileA.txt にはマッチしないパターンはどれですか？,基本的なファイル管理:t1
1030,2026-01-13T14:27:25.882832+00:00,u026,所有者とパーミッション,19,1,0.7339191346506396,Linuxファイル操作,所有者とパーミッション,chmod,1,所有者に読み書きグループとその他に読み取りのみを許可するパーミッションを数字3桁で表したものとして正しいのはどれですか？,所有者とパーミッション:t1
1031,2026-01-13T14:27:55.882832+00:00,u026,所有者とパーミッション,21,1,0.8887376588984007,Linuxファイル操作,所有者とパーミッション,chown,1,ファイル data.txt の所有者を user1 に変更するコマンドとして正しいものはどれですか？,所有者とパーミッション:t1
1032,2026-01-13T14:28:25.882832+00:00,u026,所有者とパーミッション,30,1,0.8118731871161828,Linuxファイル操作,所有者とパーミッション,ls,2,/tmp ディレクトリ自体の情報だけを表示しその中身は一覧しないように ls で表示したいときのコマンドを一つ書いてください,所有者とパーミッション:t2
1033,2026-01-13T14:28:57.882832+00:00,u026,所有者とパーミッション,27,1,0.7958798920248825,Linuxファイル操作,所有者とパーミッション,SGID,3,ディレクトリに SGID ビットが設定されているときの効果として最も適切なものはどれですか？,所有者とパーミッション:t3
1034,2026-01-13T14:29:30.882832+00:00,u026,所有者とパーミッション,23,1,0.6616167980935169,Linuxファイル操作,所有者とパーミッション,chmod再帰,2,ディレクトリ dir1 とその配下の全てのファイルに対して755のパーミッションを設定したいときに最も適切なコマンドはどれですか？,所有者とパーミッション:t2
1035,2026-01-13T14:29:55.882832+00:00,u026,所有者とパーミッション,23,1,0.6616167980935169,Linuxファイル操作,所有者とパーミッション,chmod再帰,2,ディレクトリ dir1 とその配下の全てのファイルに対して755のパーミッションを設定したいときに最も適切なコマンドはどれですか？,所有者とパーミッション:t2
1036,2026-01-13T14:30:26.882832+00:00,u026,所有者とパーミッション,20,1,0.8746785922431497,Linuxファイル操作,所有者とパーミッション,chmod,2,ファイル script.sh に所有者だけ実行権限を追加する chmod の指定を一つ書いてください,所有者とパーミッション:t2
1037,2026-01-13T14:30:54.882832+00:00,u026,基本的なファイル管理,16,0,0.28066079217121137,Linuxファイル操作,基本的なファイル管理,dd,2,1MB のゼロデータを10個連結したファイル zero.img を作成したいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t2
1038,2026-01-13T14:31:26.882832+00:00,u026,所有者とパーミッション,28,1,0.8216556006268279,Linuxファイル操作,所有者とパーミッション,スティッキービット,3,スティッキービットが設定された共有ディレクトリとしてよく使われる /tmp の特徴として正しいものはどれですか？,所有者とパーミッション:t3
1039,2026-01-13T14:31:58.882832+00:00,u026,所有者とパーミッション,21,1,0.8887376588984007,Linuxファイル操作,所有者とパーミッション,chown,1,ファイル data.txt の所有者を user1 に変更するコマンドとして正しいものはどれですか？,所有者とパーミッション:t1
1040,2026-01-13T14:32:30.882832+00:00,u026,所有者とパーミッション,18,1,0.9454184379297654,Linuxファイル操作,所有者とパーミッション,基本パーミッション,1,ls -l の出力に含まれる r や w や x などの文字は何を表していますか？,所有者とパーミッション:t1
1041,2026-01-13T14:32:59.882832+00:00,u027,所有者とパーミッション,23,0,0.2013827497864785,Linuxファイル操作,所有者とパーミッション,chmod再帰,2,ディレクトリ dir1 とその配下の全てのファイルに対して755のパーミッションを設定したいときに最も適切なコマンドはどれですか？,所有者とパーミッション:t2
1042,2026-01-13T14:33:24.882832+00:00,u027,所有者とパーミッション,29,0,0.3617294392711264,Linuxファイル操作,所有者とパーミッション,パーミッション表記,2,パーミッション文字列 rwxr-xr-x を数字3桁で表したものを答えてください,所有者とパーミッション:t2
1043,2026-01-13T14:33:52.882832+00:00,u027,基本的なファイル管理,5,1,0.8020268164929786,Linuxファイル操作,基本的なファイル管理,mkdir,1,dir1 とその中の dir2 を一度に作成したいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t1
1044,2026-01-13T14:34:31.882832+00:00,u027,所有者とパーミッション,21,0,0.507431760733171,Linuxファイル操作,所有者とパーミッション,chown,1,ファイル data.txt の所有者を user1 に変更するコマンドとして正しいものはどれですか？,所有者とパーミッション:t1
1045,2026-01-13T14:34:57.882832+00:00,u027,基本的なファイル管理,9,0,0.3692993991437871,Linuxファイル操作,基本的なファイル管理,cp,2,ディレクトリ A をタイムスタンプと権限を保ったままディレクトリ B にコピーしたいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t2
1046,2026-01-13T14:35:25.882832+00:00,u027,基本的なファイル管理,17,0,0.28479990451620796,Linuxファイル操作,基本的なファイル管理,file,2,指定したファイルの種類を判定して表示するコマンド名を一つ書いてください,基本的なファイル管理:t2
1047,2026-01-13T14:35:52.882832+00:00,u027,所有者とパーミッション,27,0,0.334602283940411,Linuxファイル操作,所有者とパーミッション,SGID,3,ディレクトリに SGID ビットが設定されているときの効果として最も適切なものはどれですか？,所有者とパーミッション:t3
1048,2026-01-13T14:36:30.882832+00:00,u027,基本的なファイル管理,5,1,0.8020268164929786,Linuxファイル操作,基本的なファイル管理,mkdir,1,dir1 とその中の dir2 を一度に作成したいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t1
1049,2026-01-13T14:36:55.882832+00:00,u027,基本的なファイル管理,7,0,0.3362914043606502,Linuxファイル操作,基本的なファイル管理,rm,2,rm コマンドで削除前に確認しながら対話的に削除したいときに付けるオプションはどれですか？,基本的なファイル管理:t2
1050,2026-01-13T14:37:23.882832+00:00,u027,基本的なファイル管理,17,0,0.28479990451620796,Linuxファイル操作,基本的なファイル管理,file,2,指定したファイルの種類を判定して表示するコマンド名を一つ書いてください,基本的なファイル管理:t2
1051,2026-01-13T14:37:55.882832+00:00,u027,所有者とパーミッション,23,0,0.2013827497864785,Linuxファイル操作,所有者とパーミッション,chmod再帰,2,ディレクトリ dir1 とその配下の全てのファイルに対して755のパーミッションを設定したいときに最も適切なコマンドはどれですか？,所有者とパーミッション:t2
1052,2026-01-13T14:38:23.882832+00:00,u027,基本的なファイル管理,1,0,0.29802052436571996,Linuxファイル操作,基本的なファイル管理,ls,1,隠しファイルも含めてカレントディレクトリの内容を一覧表示するコマンドはどれですか？,基本的なファイル管理:t1
1053,2026-01-13T14:38:57.882832+00:00,u027,所有者とパーミッション,30,0,0.3575637012903353,Linuxファイル操作,所有者とパーミッション,ls,2,/tmp ディレクトリ自体の情報だけを表示しその中身は一覧しないように ls で表示したいときのコマンドを一つ書いてください,所有者とパーミッション:t2
1054,2026-01-13T14:39:22.882832+00:00,u027,所有者とパーミッション,22,1,0.6285021596075544,Linuxファイル操作,所有者とパーミッション,chgrp,1,ファイル data.txt の所有グループを group1 に変更するコマンドを一つ書いてください,所有者とパーミッション:t1
1055,2026-01-13T14:39:54.882832+00:00,u027,所有者とパーミッション,28,0,0.3727172759720294,Linuxファイル操作,所有者とパーミッション,スティッキービット,3,スティッキービットが設定された共有ディレクトリとしてよく使われる /tmp の特徴として正しいものはどれですか？,所有者とパーミッション:t3
1056,2026-01-13T14:40:26.882832+00:00,u027,基本的なファイル管理,1,1,0.29802052436571996,Linuxファイル操作,基本的なファイル管理,ls,1,隠しファイルも含めてカレントディレクトリの内容を一覧表示するコマンドはどれですか？,基本的なファイル管理:t1
1057,2026-01-13T14:40:55.882832+00:00,u027,基本的なファイル管理,14,0,0.15719269552992277,Linuxファイル操作,基本的なファイル管理,tar,2,ディレクトリ dir1 を archive.tar という名前のアーカイブにまとめるコマンドとして最も適切なものはどれですか？,基本的なファイル管理:t2
1058,2026-01-13T14:41:25.882832+00:00,u027,基本的なファイル管理,9,0,0.3692993991437871,Linuxファイル操作,基本的なファイル管理,cp,2,ディレクトリ A をタイムスタンプと権限を保ったままディレクトリ B にコピーしたいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t2
1059,2026-01-13T14:41:53.882832+00:00,u027,所有者とパーミッション,24,1,0.4998490877266349,Linuxファイル操作,所有者とパーミッション,umask,2,umask 022 の意味として最も適切な説明はどれですか？,所有者とパーミッション:t2
1060,2026-01-13T14:42:25.882832+00:00,u027,所有者とパーミッション,30,1,0.3575637012903353,Linuxファイル操作,所有者とパーミッション,ls,2,/tmp ディレクトリ自体の情報だけを表示しその中身は一覧しないように ls で表示したいときのコマンドを一つ書いてください,所有者とパーミッション:t2
1061,2026-01-13T14:42:52.882832+00:00,u027,所有者とパーミッション,24,1,0.4998490877266349,Linuxファイル操作,所有者とパーミッション,umask,2,umask 022 の意味として最も適切な説明はどれですか？,所有者とパーミッション:t2
1062,2026-01-13T14:43:29.882832+00:00,u027,所有者とパーミッション,19,0,0.2623899710769107,Linuxファイル操作,所有者とパーミッション,chmod,1,所有者に読み書きグループとその他に読み取りのみを許可するパーミッションを数字3桁で表したものとして正しいのはどれですか？,所有者とパーミッション:t1
1063,2026-01-13T14:43:57.882832+00:00,u027,所有者とパーミッション,30,0,0.3575637012903353,Linuxファイル操作,所有者とパーミッション,ls,2,/tmp ディレクトリ自体の情報だけを表示しその中身は一覧しないように ls で表示したいときのコマンドを一つ書いてください,所有者とパーミッション:t2
1064,2026-01-13T14:44:29.882832+00:00,u027,基本的なファイル管理,7,0,0.3362914043606502,Linuxファイル操作,基本的なファイル管理,rm,2,rm コマンドで削除前に確認しながら対話的に削除したいときに付けるオプションはどれですか？,基本的なファイル管理:t2
1065,2026-01-13T14:44:59.882832+00:00,u027,基本的なファイル管理,5,1,0.8020268164929786,Linuxファイル操作,基本的なファイル管理,mkdir,1,dir1 とその中の dir2 を一度に作成したいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t1
1066,2026-01-13T14:45:26.882832+00:00,u027,基本的なファイル管理,9,1,0.3692993991437871,Linuxファイル操作,基本的なファイル管理,cp,2,ディレクトリ A をタイムスタンプと権限を保ったままディレクトリ B にコピーしたいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t2
1067,2026-01-13T14:45:57.882832+00:00,u027,所有者とパーミッション,19,0,0.2623899710769107,Linuxファイル操作,所有者とパーミッション,chmod,1,所有者に読み書きグループとその他に読み取りのみを許可するパーミッションを数字3桁で表したものとして正しいのはどれですか？,所有者とパーミッション:t1
1068,2026-01-13T14:46:22.882832+00:00,u027,所有者とパーミッション,18,0,0.6907759572089923,Linuxファイル操作,所有者とパーミッション,基本パーミッション,1,ls -l の出力に含まれる r や w や x などの文字は何を表していますか？,所有者とパーミッション:t1
1069,2026-01-13T14:46:57.882832+00:00,u027,基本的なファイル管理,13,0,0.3502238433810098,Linuxファイル操作,基本的なファイル管理,touch,1,ファイルのタイムスタンプを更新したり存在しない場合は空のファイルを作成したりするコマンド名を一つ書いてください,基本的なファイル管理:t1
1070,2026-01-13T14:47:28.882832+00:00,u027,所有者とパーミッション,22,1,0.6285021596075544,Linuxファイル操作,所有者とパーミッション,chgrp,1,ファイル data.txt の所有グループを group1 に変更するコマンドを一つ書いてください,所有者とパーミッション:t1
1071,2026-01-13T14:47:58.882832+00:00,u027,基本的なファイル管理,12,0,0.20918969268125773,Linuxファイル操作,基本的なファイル管理,ブレース展開,2,echo {A、B、C}.txt の出力として最も適切なものはどれですか？,基本的なファイル管理:t2
1072,2026-01-13T14:48:25.882832+00:00,u027,基本的なファイル管理,5,1,0.8020268164929786,Linuxファイル操作,基本的なファイル管理,mkdir,1,dir1 とその中の dir2 を一度に作成したいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t1
1073,2026-01-13T14:48:52.882832+00:00,u027,所有者とパーミッション,22,1,0.6285021596075544,Linuxファイル操作,所有者とパーミッション,chgrp,1,ファイル data.txt の所有グループを group1 に変更するコマンドを一つ書いてください,所有者とパーミッション:t1
1074,2026-01-13T14:49:30.882832+00:00,u027,所有者とパーミッション,21,0,0.507431760733171,Linuxファイル操作,所有者とパーミッション,chown,1,ファイル data.txt の所有者を user1 に変更するコマンドとして正しいものはどれですか？,所有者とパーミッション:t1
1075,2026-01-13T14:49:54.882832+00:00,u027,基本的なファイル管理,13,0,0.3502238433810098,Linuxファイル操作,基本的なファイル管理,touch,1,ファイルのタイムスタンプを更新したり存在しない場合は空のファイルを作成したりするコマンド名を一つ書いてください,基本的なファイル管理:t1
1076,2026-01-13T14:50:22.882832+00:00,u027,所有者とパーミッション,28,0,0.3727172759720294,Linuxファイル操作,所有者とパーミッション,スティッキービット,3,スティッキービットが設定された共有ディレクトリとしてよく使われる /tmp の特徴として正しいものはどれですか？,所有者とパーミッション:t3
1077,2026-01-13T14:50:57.882832+00:00,u027,所有者とパーミッション,19,0,0.2623899710769107,Linuxファイル操作,所有者とパーミッション,chmod,1,所有者に読み書きグループとその他に読み取りのみを許可するパーミッションを数字3桁で表したものとして正しいのはどれですか？,所有者とパーミッション:t1
1078,2026-01-13T14:51:24.882832+00:00,u027,所有者とパーミッション,27,1,0.334602283940411,Linuxファイル操作,所有者とパーミッション,SGID,3,ディレクトリに SGID ビットが設定されているときの効果として最も適切なものはどれですか？,所有者とパーミッション:t3
1079,2026-01-13T14:51:52.882832+00:00,u027,基本的なファイル管理,1,1,0.29802052436571996,Linuxファイル操作,基本的なファイル管理,ls,1,隠しファイルも含めてカレントディレクトリの内容を一覧表示するコマンドはどれですか？,基本的なファイル管理:t1
1080,2026-01-13T14:52:25.882832+00:00,u027,所有者とパーミッション,27,1,0.334602283940411,Linuxファイル操作,所有者とパーミッション,SGID,3,ディレクトリに SGID ビットが設定されているときの効果として最も適切なものはどれですか？,所有者とパーミッション:t3
1081,2026-01-13T14:52:56.882832+00:00,u028,所有者とパーミッション,27,0,0.246440445628105,Linuxファイル操作,所有者とパーミッション,SGID,3,ディレクトリに SGID ビットが設定されているときの効果として最も適切なものはどれですか？,所有者とパーミッション:t3
1082,2026-01-13T14:53:30.882832+00:00,u028,基本的なファイル管理,8,1,0.6214928099433202,Linuxファイル操作,基本的なファイル管理,cp,1,ファイル file1 をディレクトリ dir にコピーするコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
1083,2026-01-13T14:54:00.882832+00:00,u028,基本的なファイル管理,10,0,0.7374371937695344,Linuxファイル操作,基本的なファイル管理,mv,1,ディレクトリ A の中の file.txt をディレクトリ B に移動するコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
1084,2026-01-13T14:54:27.882832+00:00,u028,所有者とパーミッション,18,0,0.592305420119475,Linuxファイル操作,所有者とパーミッション,基本パーミッション,1,ls -l の出力に含まれる r や w や x などの文字は何を表していますか？,所有者とパーミッション:t1
1085,2026-01-13T14:54:59.882832+00:00,u028,所有者とパーミッション,29,0,0.26931296102843055,Linuxファイル操作,所有者とパーミッション,パーミッション表記,2,パーミッション文字列 rwxr-xr-x を数字3桁で表したものを答えてください,所有者とパーミッション:t2
1086,2026-01-13T14:55:31.882832+00:00,u028,所有者とパーミッション,26,0,0.4419516916643159,Linuxファイル操作,所有者とパーミッション,SUID,3,実行ファイルに SUID ビットが設定されているときの動作として正しいものはどれですか？,所有者とパーミッション:t3
1087,2026-01-13T14:55:58.882832+00:00,u028,所有者とパーミッション,28,0,0.27871942733362953,Linuxファイル操作,所有者とパーミッション,スティッキービット,3,スティッキービットが設定された共有ディレクトリとしてよく使われる /tmp の特徴として正しいものはどれですか？,所有者とパーミッション:t3
1088,2026-01-13T14:56:24.882832+00:00,u028,基本的なファイル管理,9,1,0.5489546236782215,Linuxファイル操作,基本的なファイル管理,cp,2,ディレクトリ A をタイムスタンプと権限を保ったままディレクトリ B にコピーしたいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t2
1089,2026-01-13T14:57:01.882832+00:00,u028,所有者とパーミッション,21,1,0.4011883384029367,Linuxファイル操作,所有者とパーミッション,chown,1,ファイル data.txt の所有者を user1 に変更するコマンドとして正しいものはどれですか？,所有者とパーミッション:t1
1090,2026-01-13T14:57:22.882832+00:00,u028,基本的なファイル管理,3,0,0.36105120793913814,Linuxファイル操作,基本的なファイル管理,pwd,1,現在の作業ディレクトリの絶対パスを表示するコマンドを一つ書いてください,基本的なファイル管理:t1
1091,2026-01-13T14:57:56.882832+00:00,u028,基本的なファイル管理,15,1,0.42852720325951993,Linuxファイル操作,基本的なファイル管理,tar,2,gzip 圧縮されたアーカイブ backup.tar.gz を展開する tar のコマンドを一つ書いてください,基本的なファイル管理:t2
1092,2026-01-13T14:58:27.882832+00:00,u028,基本的なファイル管理,8,1,0.6214928099433202,Linuxファイル操作,基本的なファイル管理,cp,1,ファイル file1 をディレクトリ dir にコピーするコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
1093,2026-01-13T14:58:53.882832+00:00,u028,所有者とパーミッション,20,0,0.3692460581297395,Linuxファイル操作,所有者とパーミッション,chmod,2,ファイル script.sh に所有者だけ実行権限を追加する chmod の指定を一つ書いてください,所有者とパーミッション:t2
1094,2026-01-13T14:59:24.882832+00:00,u028,所有者とパーミッション,20,0,0.3692460581297395,Linuxファイル操作,所有者とパーミッション,chmod,2,ファイル script.sh に所有者だけ実行権限を追加する chmod の指定を一つ書いてください,所有者とパーミッション:t2
1095,2026-01-13T15:00:01.882832+00:00,u028,所有者とパーミッション,26,0,0.4419516916643159,Linuxファイル操作,所有者とパーミッション,SUID,3,実行ファイルに SUID ビットが設定されているときの動作として正しいものはどれですか？,所有者とパーミッション:t3
1096,2026-01-13T15:00:29.882832+00:00,u028,所有者とパーミッション,19,0,0.18788241812570405,Linuxファイル操作,所有者とパーミッション,chmod,1,所有者に読み書きグループとその他に読み取りのみを許可するパーミッションを数字3桁で表したものとして正しいのはどれですか？,所有者とパーミッション:t1
1097,2026-01-13T15:00:57.882832+00:00,u028,基本的なファイル管理,15,0,0.42852720325951993,Linuxファイル操作,基本的なファイル管理,tar,2,gzip 圧縮されたアーカイブ backup.tar.gz を展開する tar のコマンドを一つ書いてください,基本的なファイル管理:t2
1098,2026-01-13T15:01:24.882832+00:00,u028,所有者とパーミッション,23,0,0.14088971978686177,Linuxファイル操作,所有者とパーミッション,chmod再帰,2,ディレクトリ dir1 とその配下の全てのファイルに対して755のパーミッションを設定したいときに最も適切なコマンドはどれですか？,所有者とパーミッション:t2
1099,2026-01-13T15:01:59.882832+00:00,u028,所有者とパーミッション,18,0,0.592305420119475,Linuxファイル操作,所有者とパーミッション,基本パーミッション,1,ls -l の出力に含まれる r や w や x などの文字は何を表していますか？,所有者とパーミッション:t1
1100,2026-01-13T15:02:28.882832+00:00,u028,所有者とパーミッション,20,0,0.3692460581297395,Linuxファイル操作,所有者とパーミッション,chmod,2,ファイル script.sh に所有者だけ実行権限を追加する chmod の指定を一つ書いてください,所有者とパーミッション:t2
1101,2026-01-13T15:02:58.882832+00:00,u028,基本的なファイル管理,5,1,0.893849723107116,Linuxファイル操作,基本的なファイル管理,mkdir,1,dir1 とその中の dir2 を一度に作成したいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t1
1102,2026-01-13T15:03:29.882832+00:00,u028,基本的なファイル管理,11,0,0.3318673714416809,Linuxファイル操作,基本的なファイル管理,ワイルドカード,1,file01.txt や file02.txt など2桁の番号付きファイルにマッチし fileA.txt にはマッチしないパターンはどれですか？,基本的なファイル管理:t1
1103,2026-01-13T15:03:59.882832+00:00,u028,所有者とパーミッション,25,1,0.4608178323665045,Linuxファイル操作,所有者とパーミッション,umask,3,umask が 022 の環境で新しい通常ファイルを作成したときのデフォルトパーミッションを数字3桁で答えてください,所有者とパーミッション:t3
1104,2026-01-13T15:04:27.882832+00:00,u028,基本的なファイル管理,17,1,0.45286435616733534,Linuxファイル操作,基本的なファイル管理,file,2,指定したファイルの種類を判定して表示するコマンド名を一つ書いてください,基本的なファイル管理:t2
1105,2026-01-13T15:04:59.882832+00:00,u028,所有者とパーミッション,30,0,0.26576835167825974,Linuxファイル操作,所有者とパーミッション,ls,2,/tmp ディレクトリ自体の情報だけを表示しその中身は一覧しないように ls で表示したいときのコマンドを一つ書いてください,所有者とパーミッション:t2
1106,2026-01-13T15:05:25.882832+00:00,u028,基本的なファイル管理,2,1,0.7719985682739252,Linuxファイル操作,基本的なファイル管理,ls,1,ファイルの詳細情報付き一覧を表示する ls のオプションとして正しいものはどれですか？,基本的なファイル管理:t1
1107,2026-01-13T15:05:57.882832+00:00,u028,基本的なファイル管理,2,1,0.7719985682739252,Linuxファイル操作,基本的なファイル管理,ls,1,ファイルの詳細情報付き一覧を表示する ls のオプションとして正しいものはどれですか？,基本的なファイル管理:t1
1108,2026-01-13T15:06:31.882832+00:00,u028,所有者とパーミッション,24,0,0.39392361168910833,Linuxファイル操作,所有者とパーミッション,umask,2,umask 022 の意味として最も適切な説明はどれですか？,所有者とパーミッション:t2
1109,2026-01-13T15:06:52.882832+00:00,u028,所有者とパーミッション,18,0,0.592305420119475,Linuxファイル操作,所有者とパーミッション,基本パーミッション,1,ls -l の出力に含まれる r や w や x などの文字は何を表していますか？,所有者とパーミッション:t1
1110,2026-01-13T15:07:26.882832+00:00,u028,基本的なファイル管理,8,1,0.6214928099433202,Linuxファイル操作,基本的なファイル管理,cp,1,ファイル file1 をディレクトリ dir にコピーするコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
1111,2026-01-13T15:07:56.882832+00:00,u028,基本的なファイル管理,7,1,0.5129486734643622,Linuxファイル操作,基本的なファイル管理,rm,2,rm コマンドで削除前に確認しながら対話的に削除したいときに付けるオプションはどれですか？,基本的なファイル管理:t2
1112,2026-01-13T15:08:23.882832+00:00,u028,基本的なファイル管理,12,0,0.3547681448266444,Linuxファイル操作,基本的なファイル管理,ブレース展開,2,echo {A、B、C}.txt の出力として最も適切なものはどれですか？,基本的なファイル管理:t2
1113,2026-01-13T15:08:54.882832+00:00,u028,所有者とパーミッション,18,0,0.592305420119475,Linuxファイル操作,所有者とパーミッション,基本パーミッション,1,ls -l の出力に含まれる r や w や x などの文字は何を表していますか？,所有者とパーミッション:t1
1114,2026-01-13T15:09:28.882832+00:00,u028,基本的なファイル管理,5,1,0.893849723107116,Linuxファイル操作,基本的なファイル管理,mkdir,1,dir1 とその中の dir2 を一度に作成したいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t1
1115,2026-01-13T15:10:01.882832+00:00,u028,基本的なファイル管理,9,1,0.5489546236782215,Linuxファイル操作,基本的なファイル管理,cp,2,ディレクトリ A をタイムスタンプと権限を保ったままディレクトリ B にコピーしたいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t2
1116,2026-01-13T15:10:24.882832+00:00,u028,基本的なファイル管理,12,1,0.3547681448266444,Linuxファイル操作,基本的なファイル管理,ブレース展開,2,echo {A、B、C}.txt の出力として最も適切なものはどれですか？,基本的なファイル管理:t2
1117,2026-01-13T15:10:57.882832+00:00,u028,基本的なファイル管理,11,0,0.3318673714416809,Linuxファイル操作,基本的なファイル管理,ワイルドカード,1,file01.txt や file02.txt など2桁の番号付きファイルにマッチし fileA.txt にはマッチしないパターンはどれですか？,基本的なファイル管理:t1
1118,2026-01-13T15:11:23.882832+00:00,u028,基本的なファイル管理,10,1,0.7374371937695344,Linuxファイル操作,基本的なファイル管理,mv,1,ディレクトリ A の中の file.txt をディレクトリ B に移動するコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
1119,2026-01-13T15:11:56.882832+00:00,u028,基本的なファイル管理,10,1,0.7374371937695344,Linuxファイル操作,基本的なファイル管理,mv,1,ディレクトリ A の中の file.txt をディレクトリ B に移動するコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
